state	county	total_loss	closed_loss	open_loss	cwop_loss	total_pay
GEORGIA	GWINNETT COUNTY	355	264	7	84	8504891.87
GEORGIA	HABERSHAM COUNTY	6	1	1	4	3500
GEORGIA	HALL COUNTY	29	15	1	13	115419.86
GEORGIA	HARRIS COUNTY	4	1	0	3	1470.31
GEORGIA	HART COUNTY	1	0	0	1	0
GEORGIA	HEARD COUNTY	1	1	0	0	1931.07
GEORGIA	IRWIN	2	1	0	1	3112.65
GEORGIA	JASPER COUNTY	4	3	0	1	31476.79
GEORGIA	JEFF DAVIS COUNTY	3	2	0	1	16992
GEORGIA	JENKINS COUNTY	12	8	0	4	72579.3
GEORGIA	JONES COUNTY	5	3	0	2	22661.97
GEORGIA	LAURENS COUNTY	36	34	0	2	995974.04
GEORGIA	LUMPKIN COUNTY	8	5	0	3	32074.65
GEORGIA	MCINTOSH COUNTY	15	12	0	3	130817.33
GEORGIA	MITCHELL COUNTY	85	61	1	23	1948544.99
GEORGIA	MURRAY COUNTY	29	23	0	6	297401.66
GEORGIA	MUSCOGEE COUNTY	163	86	11	66	714777.53
GEORGIA	OCONEE COUNTY	2	2	0	0	8434.78
GEORGIA	PAULDING COUNTY	41	28	0	13	848634.53
GEORGIA	PEACH COUNTY	2	1	0	1	10631.77
GEORGIA	PIERCE COUNTY	8	6	0	2	339731.43
GEORGIA	RABUN COUNTY	19	11	0	8	226374.47
GEORGIA	RICHMOND COUNTY	420	334	5	81	3176804.81
GEORGIA	ROCKDALE COUNTY	45	31	1	13	1035822.93
GEORGIA	SPALDING COUNTY	12	7	0	5	55896.72
GEORGIA	STEPHENS COUNTY	10	6	0	4	94088.47
GEORGIA	TALBOT COUNTY	5	3	0	2	59689.66
GEORGIA	TATTNALL COUNTY	12	10	0	2	195247.48
GEORGIA	TELFAIR COUNTY	5	5	0	0	82002.51
GEORGIA	TERRELL COUNTY	2	1	0	1	9728.92
GEORGIA	THOMAS COUNTY	44	34	2	8	1659435.39
GEORGIA	TIFT COUNTY	75	60	0	15	3472185.55
GEORGIA	TOOMBS COUNTY	14	10	0	4	75660.21
GEORGIA	TOWNS COUNTY	11	9	0	2	101522.55
GEORGIA	TROUP COUNTY	40	35	0	5	822829.73
GEORGIA	TWIGGS COUNTY	1	1	0	0	1563.25
GEORGIA	UPSON COUNTY	17	15	0	2	196379.23
GEORGIA	WARE COUNTY	29	14	1	14	101666.41
GEORGIA	WAYNE COUNTY	6	2	3	1	5653.07
GEORGIA	WHEELER COUNTY	5	4	0	1	50015.73
GEORGIA	WHITFIELD COUNTY	68	48	0	20	893432.92
GEORGIA	WORTH COUNTY	29	20	1	8	364939.95
HAWAII	HAWAII COUNTY	689	462	19	208	17226723.04
HAWAII	HONOLULU COUNTY	2152	1409	0	743	24286707.02
HAWAII	KAUAI COUNTY	1168	651	0	517	37092053.37
HAWAII	MAUI COUNTY	501	290	0	211	6072053.55
IDAHO	ELMORE COUNTY	5	3	0	2	64452.69
IDAHO	JEFFERSON COUNTY	16	12	0	4	115664.7
IDAHO	MADISON COUNTY	8	5	0	3	18555.19
IDAHO	WASHINGTON COUNTY	13	12	0	1	855253.07
IDAHO	FRANKLIN COUNTY	1	1	0	0	2525.03
IDAHO	LINCOLN COUNTY	2	1	0	1	5606.42
IDAHO	ADAMS COUNTY	3	1	0	2	3500
IDAHO	FREMONT COUNTY	1	0	0	1	0
IDAHO	ADA COUNTY	72	32	0	40	204293.39
IDAHO	BANNOCK COUNTY	27	15	2	10	77162.69
IDAHO	BENEWAH COUNTY	44	35	0	9	693407.59
IDAHO	BINGHAM COUNTY	32	24	0	8	140150.18
IDAHO	BLAINE COUNTY	119	92	0	27	623450.91
IDAHO	BONNER COUNTY	26	17	0	9	131213.67
IDAHO	BONNEVILLE COUNTY	9	4	0	5	38127.92
IDAHO	BOUNDARY COUNTY	1	1	0	0	8394.96
IDAHO	CANYON COUNTY	18	10	0	8	40379.73
IDAHO	CASSIA COUNTY	2	2	0	0	63439.51
IDAHO	CLEARWATER COUNTY	9	6	0	3	37472.69
IDAHO	CUSTER COUNTY	1	1	0	0	1902.49
IDAHO	GEM COUNTY	3	3	0	0	13823.01
IDAHO	GOODING COUNTY	6	2	0	4	33110.07
IDAHO	IDAHO COUNTY	4	3	0	1	9961.72
IDAHO	JEROME COUNTY	1	0	0	1	0
IDAHO	KOOTENAI COUNTY	74	50	1	23	598625.53
IDAHO	LATAH COUNTY	30	22	0	8	224728.19
IDAHO	LEMHI COUNTY	17	13	1	3	152004.77
IDAHO	MINIDOKA COUNTY	2	2	0	0	165737.59
IDAHO	NEZ PERCE COUNTY	8	4	0	4	33066.46
IDAHO	PAYETTE COUNTY	22	19	0	3	212140.98
IDAHO	SHOSHONE COUNTY	126	98	0	28	959105.59
IDAHO	TETON COUNTY	2	2	0	0	10012.58
IDAHO	TWIN FALLS COUNTY	11	8	0	3	12290.66
IDAHO	VALLEY COUNTY	1	0	0	1	0
ILLINOIS	CALHOUN COUNTY	2330	2057	13	260	16793816.45
ILLINOIS	DE KALB COUNTY	400	334	0	66	4630278.25
ILLINOIS	GREENE COUNTY	91	86	0	5	3354510.91
ILLINOIS	HENRY COUNTY	237	187	3	47	1748979.66
ILLINOIS	JACKSON COUNTY	116	95	0	21	1127366.67
ILLINOIS	JEFFERSON COUNTY	6	5	0	1	70624.78
ILLINOIS	LAWRENCE COUNTY	15	12	0	3	132886.96
ILLINOIS	LEE COUNTY	177	132	0	45	949928.44
ILLINOIS	MACON COUNTY	181	137	0	44	1286431.69
ILLINOIS	MADISON COUNTY	564	379	5	180	2987018.57
ILLINOIS	MARION COUNTY	12	8	0	4	147457.66
ILLINOIS	MARSHALL COUNTY	76	67	2	7	614154.05
ILLINOIS	MONROE COUNTY	683	629	0	54	22883288.18
ILLINOIS	MONTGOMERY COUNTY	4	2	0	2	68023.94
ILLINOIS	MORGAN COUNTY	307	254	0	53	1453065.95
ILLINOIS	ST. CLAIR COUNTY	1067	717	3	347	3387056.43
ILLINOIS	WASHINGTON COUNTY	3	3	0	0	30442.3
ILLINOIS	--------------------------------	1	1	0	0	7091.22
ILLINOIS	BOONE COUNTY	145	101	0	44	1250598.43
ILLINOIS	CLARK COUNTY	14	12	0	2	186275.88
ILLINOIS	CLAY COUNTY	1	0	0	1	0
ILLINOIS	CRAWFORD COUNTY	33	31	0	2	568939.85
ILLINOIS	FRANKLIN COUNTY	53	37	0	16	413365.94
ILLINOIS	FULTON COUNTY	496	438	1	57	3410077.85
ILLINOIS	JOHNSON COUNTY	4	4	0	0	17408.97
ILLINOIS	LOGAN COUNTY	50	34	0	16	100002.71
ILLINOIS	PERRY COUNTY	8	7	0	1	30974.63
ILLINOIS	PIKE COUNTY	506	467	0	39	7877130.84
ILLINOIS	POPE COUNTY	3	2	0	1	962.37
ILLINOIS	PULASKI COUNTY	30	18	0	12	81066.18
ILLINOIS	RANDOLPH COUNTY	329	277	0	52	3233794.94
ILLINOIS	SALINE COUNTY	10	9	0	1	229081.28
ILLINOIS	SCOTT COUNTY	44	35	0	9	272689.12
ILLINOIS	UNION COUNTY	90	73	0	17	282191.8
ILLINOIS	WHITE COUNTY	68	56	0	12	1155031.89
ILLINOIS	LAKE COUNTY	1635	1139	7	489	13705005.48
ILLINOIS	ADAMS COUNTY	389	342	7	40	13060018.17
ILLINOIS	DOUGLAS COUNTY	197	156	1	40	1021791.21
ILLINOIS	HAMILTON COUNTY	1	0	0	1	0
ILLINOIS	PUTNAM COUNTY	82	67	2	13	1041478.37
ILLINOIS	CARROLL COUNTY	57	42	0	15	829352.2
ILLINOIS	COOK COUNTY	14305	10431	93	3781	136370697.86
ILLINOIS	EFFINGHAM COUNTY	1	0	0	1	0
ILLINOIS	FAYETTE COUNTY	1	1	0	0	3460.64
ILLINOIS	JASPER COUNTY	6	5	0	1	113772.57
ILLINOIS	WAYNE COUNTY	9	6	2	1	60978.19
ILLINOIS	ALEXANDER COUNTY	451	346	1	104	2554323.79
ILLINOIS	BOND COUNTY	1	1	0	0	2074.2
ILLINOIS	BROWN COUNTY	35	32	1	2	352499.06
ILLINOIS	BUREAU COUNTY	70	51	0	19	223113.6
ILLINOIS	CASS COUNTY	254	215	2	37	1169463.49
ILLINOIS	CHAMPAIGN COUNTY	221	181	1	39	1670216.76
ILLINOIS	CHRISTIAN COUNTY	12	11	0	1	91141.51
ILLINOIS	CLINTON	5	3	0	2	23332.75
ILLINOIS	CLINTON COUNTY	21	17	1	3	186023.55
ILLINOIS	COLES COUNTY	42	31	0	11	400342.85
ILLINOIS	CUMBERLAND COUNTY	5	3	0	2	17807.12
ILLINOIS	DE WITT COUNTY	56	46	0	10	342900.04
ILLINOIS	DU PAGE COUNTY	3118	2437	31	650	41500679.02
ILLINOIS	EDGAR COUNTY	2	1	0	1	5134.88
ILLINOIS	EDWARDS COUNTY	1	0	0	1	0
ILLINOIS	FORD COUNTY	1	1	0	0	6703.69
ILLINOIS	GALLATIN COUNTY	46	43	0	3	921875.58
ILLINOIS	GRUNDY COUNTY	317	265	3	49	5343016.01
ILLINOIS	HANCOCK COUNTY	235	198	3	34	4609073.33
ILLINOIS	HARDIN COUNTY	26	21	0	5	255340.92
ILLINOIS	HENDERSON COUNTY	427	370	12	45	11341335.3
ILLINOIS	IROQUOIS COUNTY	474	357	1	116	7758272.19
ILLINOIS	JERSEY COUNTY	2442	2202	11	229	21465509.29
ILLINOIS	JO DAVIESS COUNTY	326	285	0	41	3661843.75
ILLINOIS	KANE COUNTY	457	359	5	93	6113015.9
ILLINOIS	KANKAKEE COUNTY	561	456	0	105	4708973.52
ILLINOIS	KENDALL COUNTY	1037	858	3	176	8507648.65
ILLINOIS	KNOX COUNTY	22	14	1	7	183169.44
ILLINOIS	LA SALLE COUNTY	521	458	4	59	10326921.87
ILLINOIS	LIVINGSTON COUNTY	253	196	0	57	1879425.35
ILLINOIS	MACOUPIN COUNTY	13	12	0	1	64552.37
ILLINOIS	MASON COUNTY	514	402	1	111	3079019.95
ILLINOIS	MASSAC COUNTY	93	74	0	19	1730467.96
ILLINOIS	MCDONOUGH COUNTY	4	4	0	0	76101.68
ILLINOIS	MCHENRY COUNTY	710	520	9	181	4421717.61
ILLINOIS	MCLEAN COUNTY	136	111	0	25	769732.56
ILLINOIS	MENARD COUNTY	30	25	0	5	131235.06
ILLINOIS	MERCER COUNTY	48	43	0	5	1001054.6
ILLINOIS	MOULTRIE COUNTY	9	5	1	3	31730.29
ILLINOIS	OGLE COUNTY	271	228	1	42	2801885.39
ILLINOIS	PEORIA COUNTY	2653	2349	14	290	22901722.77
ILLINOIS	PIATT COUNTY	12	9	0	3	119304.81
ILLINOIS	ROCK ISLAND COUNTY	1871	1515	10	346	14838140.76
ILLINOIS	SANGAMON COUNTY	220	189	0	31	2375397.94
ILLINOIS	SCHUYLER COUNTY	128	107	0	21	320085.81
ILLINOIS	STARK COUNTY	1	0	0	1	0
ILLINOIS	STEPHENSON COUNTY	100	71	0	29	728868.56
ILLINOIS	TAZEWELL COUNTY	350	300	1	49	2098654.12
ILLINOIS	VERMILION COUNTY	70	58	0	12	1263431.62
ILLINOIS	WABASH COUNTY	10	9	0	1	30378.29
ILLINOIS	WARREN COUNTY	11	4	0	7	52446.46
ILLINOIS	WHITESIDE COUNTY	250	198	0	52	1764399.55
ILLINOIS	WILL COUNTY	1257	1065	4	188	13251092.07
ILLINOIS	WILLIAMSON COUNTY	200	168	0	32	1703912.8
ILLINOIS	WINNEBAGO COUNTY	1379	1118	7	254	20029991.87
ILLINOIS	WOODFORD COUNTY	424	367	8	49	3505964.9
INDIANA	DE KALB COUNTY	68	55	0	13	1607557.94
INDIANA	GREENE COUNTY	5	3	0	2	105070.73
INDIANA	HENRY COUNTY	12	10	0	2	74627.89
INDIANA	JACKSON COUNTY	82	59	0	23	804779.26
INDIANA	JEFFERSON COUNTY	158	135	0	23	1884325.15
INDIANA	LAWRENCE COUNTY	41	39	0	2	861347.44
INDIANA	MADISON COUNTY	234	190	1	43	2539259.68
INDIANA	MARION COUNTY	1892	1394	2	496	14190778.52
INDIANA	MARSHALL COUNTY	165	143	0	22	809214.27
INDIANA	MONROE COUNTY	48	35	1	12	307710.57
INDIANA	MONTGOMERY COUNTY	19	16	1	2	352803.25
INDIANA	MORGAN COUNTY	192	169	0	23	8100295.01
INDIANA	SHELBY COUNTY	180	141	0	39	1836541.8
INDIANA	WASHINGTON COUNTY	42	37	0	5	1894461.21
INDIANA	BOONE COUNTY	98	61	1	36	649969.82
INDIANA	CLARK COUNTY	611	524	1	86	7590274.96
INDIANA	CLAY COUNTY	16	14	0	2	444966.15
INDIANA	CRAWFORD COUNTY	132	121	0	11	1731316.08
INDIANA	FRANKLIN COUNTY	29	22	0	7	417638.39
INDIANA	FULTON COUNTY	216	194	0	22	2285402.38
INDIANA	GRANT COUNTY	137	109	2	26	1583658.71
INDIANA	HOWARD COUNTY	475	399	4	72	8036374.24
INDIANA	JOHNSON COUNTY	321	279	1	41	10286039.56
INDIANA	NEWTON COUNTY	32	22	0	10	137248.92
INDIANA	PERRY COUNTY	29	26	0	3	103335.66
INDIANA	PIKE COUNTY	1	1	0	0	44000
INDIANA	PULASKI COUNTY	157	130	2	25	2214351.42
INDIANA	RANDOLPH COUNTY	17	12	0	5	44136.79
INDIANA	SCOTT COUNTY	6	6	0	0	41459.6
INDIANA	UNION COUNTY	2	2	0	0	27064.62
INDIANA	WHITE COUNTY	160	124	3	33	3623096.32
INDIANA	LAKE COUNTY	2838	2168	5	665	47717343.64
INDIANA	ORANGE COUNTY	114	90	0	24	1314028.3
INDIANA	ADAMS COUNTY	98	86	1	11	1254262.75
INDIANA	HAMILTON COUNTY	335	248	0	87	2815697.72
INDIANA	MARTIN COUNTY	10	8	0	2	132304.85
INDIANA	PUTNAM COUNTY	19	16	0	3	489248.96
INDIANA	CARROLL COUNTY	435	385	4	46	13392379.27
INDIANA	DECATUR COUNTY	24	20	0	4	549248.94
INDIANA	FAYETTE COUNTY	11	10	0	1	71326.06
INDIANA	FLOYD COUNTY	172	131	0	41	2569691.99
INDIANA	JASPER COUNTY	89	78	0	11	801611.65
INDIANA	WAYNE COUNTY	58	47	0	11	354193.63
INDIANA	BROWN COUNTY	126	106	0	20	2309775.11
INDIANA	CASS COUNTY	50	34	1	15	877865.64
INDIANA	CLINTON COUNTY	25	21	0	4	371586.4
INDIANA	HANCOCK COUNTY	77	58	0	19	751234.44
INDIANA	KNOX COUNTY	70	57	1	12	824891.97
INDIANA	WABASH COUNTY	33	23	0	10	303566.04
INDIANA	WARREN COUNTY	1	1	0	0	1983.17
INDIANA	ALLEN COUNTY	1582	1273	5	304	14285832.79
INDIANA	BARTHOLOMEW COUNTY	484	424	0	60	14381048.64
INDIANA	BLACKFORD COUNTY	5	2	0	3	10661.97
INDIANA	DAVIESS COUNTY	5	3	0	2	78981.62
INDIANA	DEARBORN COUNTY	86	71	0	15	1347238.39
INDIANA	DELAWARE COUNTY	197	154	0	43	2032825.99
INDIANA	DUBOIS COUNTY	5	3	0	2	7402.79
INDIANA	ELKHART COUNTY	232	173	0	59	1033086.48
INDIANA	FOUNTAIN COUNTY	11	9	0	2	108196.7
INDIANA	GIBSON COUNTY	45	37	0	8	421948.96
INDIANA	HARRISON COUNTY	117	106	0	11	1652998.09
INDIANA	HENDRICKS COUNTY	62	42	0	20	525539.87
INDIANA	HUNTINGTON COUNTY	73	62	0	11	696683.06
INDIANA	JAY COUNTY	26	19	0	7	241807.77
INDIANA	JENNINGS COUNTY	6	6	0	0	64612.09
INDIANA	KOSCIUSKO COUNTY	393	320	3	70	4130928.54
INDIANA	LA PORTE COUNTY	123	62	0	61	650829.62
INDIANA	LAGRANGE COUNTY	18	15	0	3	121867.64
INDIANA	MIAMI COUNTY	28	19	0	9	183974.65
INDIANA	NOBLE COUNTY	190	145	3	42	1564871.51
INDIANA	OHIO COUNTY	11	7	0	4	37671.26
INDIANA	OWEN COUNTY	126	112	0	14	3136458.51
INDIANA	PARKE COUNTY	12	10	0	2	106140.15
INDIANA	PORTER COUNTY	163	118	1	44	1821376.13
INDIANA	POSEY COUNTY	133	115	1	17	2083766.17
INDIANA	RIPLEY COUNTY	4	4	0	0	42120.69
INDIANA	RUSH COUNTY	15	12	0	3	70648.06
INDIANA	SPENCER COUNTY	42	37	0	5	215054.64
INDIANA	ST. JOSEPH COUNTY	134	88	0	46	581869.29
INDIANA	STARKE COUNTY	8	5	0	3	86315.19
INDIANA	STEUBEN COUNTY	62	42	0	20	228309.13
INDIANA	SULLIVAN COUNTY	1	1	0	0	42214.64
INDIANA	SWITZERLAND COUNTY	99	86	0	13	1014043.23
INDIANA	TIPPECANOE COUNTY	203	175	5	23	2986619.45
INDIANA	TIPTON COUNTY	88	72	7	9	1442519.34
INDIANA	VANDERBURGH COUNTY	735	596	3	136	5985788.58
INDIANA	VERMILLION COUNTY	68	53	0	15	407328.66
INDIANA	VIGO COUNTY	626	576	0	50	16765258.71
INDIANA	WARRICK COUNTY	57	47	0	10	524903.36
INDIANA	WELLS COUNTY	28	21	0	7	428560.8
INDIANA	WHITLEY COUNTY	19	14	0	5	96769.93
IOWA	CHEROKEE COUNTY	106	89	7	10	724987.51
IOWA	DALLAS COUNTY	448	352	0	96	4468205.62
IOWA	GREENE COUNTY	4	2	0	2	6004.64
IOWA	HENRY COUNTY	1	0	0	1	0
IOWA	JACKSON COUNTY	26	20	0	6	240163.52
IOWA	LEE COUNTY	111	100	2	9	3448890.17
IOWA	MADISON COUNTY	6	4	0	2	11026.49
IOWA	MARION COUNTY	19	16	0	3	338653.78
IOWA	MARSHALL COUNTY	20	12	0	8	63951.25
IOWA	MONROE COUNTY	1	1	0	0	355
IOWA	MONTGOMERY COUNTY	79	59	0	20	220466.8
IOWA	SHELBY COUNTY	15	15	0	0	257923.9
IOWA	WASHINGTON COUNTY	7	6	0	1	117060.11
IOWA	BENTON COUNTY	74	64	0	10	1449528.5
IOWA	BOONE COUNTY	11	9	0	2	387761.84
IOWA	CLAY COUNTY	12	7	0	5	23030.46
IOWA	CRAWFORD COUNTY	90	79	0	11	2294336.41
IOWA	FRANKLIN COUNTY	4	3	0	1	52968.99
IOWA	JOHNSON COUNTY	414	316	29	69	31065991.59
IOWA	POLK COUNTY	887	708	7	172	19654648.21
IOWA	SCOTT COUNTY	1905	1557	9	339	23167334.46
IOWA	UNION COUNTY	12	9	0	3	126541.64
IOWA	VAN BUREN COUNTY	51	41	0	10	537195.87
IOWA	HUMBOLDT COUNTY	39	30	0	9	232286.72
IOWA	ADAMS COUNTY	4	4	0	0	212516.66
IOWA	FREMONT COUNTY	117	72	2	43	2514052.81
IOWA	HAMILTON COUNTY	28	19	0	9	189454.96
IOWA	TAYLOR COUNTY	6	5	0	1	27870.86
IOWA	CARROLL COUNTY	13	10	0	3	360245.71
IOWA	CLAYTON COUNTY	179	143	3	33	2832222.51
IOWA	DECATUR COUNTY	7	7	0	0	24323.33
IOWA	FAYETTE COUNTY	72	64	0	8	442828.17
IOWA	FLOYD COUNTY	220	153	0	67	3874200.7
IOWA	JASPER COUNTY	32	28	0	4	899793.92
IOWA	JONES COUNTY	90	74	2	14	3256294.43
IOWA	MITCHELL COUNTY	15	14	0	1	267146.41
IOWA	WORTH COUNTY	3	1	0	2	2959.38
IOWA	CASS COUNTY	55	46	0	9	330900.75
IOWA	CLINTON COUNTY	120	91	1	28	804589.38
IOWA	GRUNDY COUNTY	9	8	0	1	17635.38
IOWA	HANCOCK COUNTY	5	5	0	0	8973.16
IOWA	HARDIN COUNTY	6	3	0	3	1613.51
IOWA	WARREN COUNTY	11	6	0	5	117991.51
IOWA	WINNEBAGO COUNTY	1	0	0	1	0
IOWA	DELAWARE COUNTY	223	168	2	53	4080724.5
IOWA	HARRISON COUNTY	166	132	0	34	2532308.85
IOWA	ALLAMAKEE COUNTY	10	6	0	4	45211.95
IOWA	APPANOOSE COUNTY	8	7	0	1	103431.98
IOWA	AUDUBON COUNTY	14	10	0	4	126927.46
IOWA	BLACK HAWK COUNTY	1240	1010	17	213	21612242.18
IOWA	BREMER COUNTY	577	510	2	65	13705689.88
IOWA	BUCHANAN COUNTY	351	304	2	45	3145270.98
IOWA	BUTLER COUNTY	241	204	3	34	5209881.35
IOWA	CEDAR COUNTY	19	10	0	9	517191.74
IOWA	CERRO GORDO COUNTY	197	146	2	49	3315727.08
IOWA	CHICKASAW COUNTY	21	14	0	7	253019.48
IOWA	DES MOINES COUNTY	186	155	6	25	6097933.98
IOWA	DUBUQUE COUNTY	90	74	0	16	1241176.68
IOWA	EMMET COUNTY	14	9	0	5	19778.22
IOWA	GUTHRIE COUNTY	7	5	0	2	31061.23
IOWA	IDA COUNTY	6	6	0	0	29008.35
IOWA	IOWA COUNTY	21	15	0	6	69624.18
IOWA	KEOKUK COUNTY	2	2	0	0	16717.75
IOWA	KOSSUTH COUNTY	1	1	0	0	1103.5
IOWA	LINN COUNTY	1007	837	18	152	65892388.8
IOWA	LOUISA COUNTY	104	92	0	12	3819923.37
IOWA	LUCAS COUNTY	4	4	0	0	18639.66
IOWA	LYON COUNTY	25	21	0	4	108943.61
IOWA	MAHASKA COUNTY	13	10	0	3	149930.14
IOWA	MILLS COUNTY	96	70	0	26	863042.51
IOWA	MONONA COUNTY	18	10	0	8	401288.81
IOWA	MUSCATINE COUNTY	265	213	5	47	4474014.62
IOWA	O'BRIEN COUNTY	1	1	0	0	1098.82
IOWA	PAGE COUNTY	1	1	0	0	5682.3
IOWA	PALO ALTO COUNTY	2	1	0	1	7833.67
IOWA	PLYMOUTH COUNTY	10	6	0	4	62297.19
IOWA	POTTAWATTAMIE COUNTY	699	411	3	285	7762098.08
IOWA	SAC COUNTY	2	0	0	2	0
IOWA	SIOUX COUNTY	5	3	0	2	43397.2
IOWA	STORY COUNTY	269	228	3	38	12907726.6
IOWA	TAMA COUNTY	113	99	1	13	1238645.3
IOWA	WAPELLO COUNTY	105	94	0	11	2317259.8
IOWA	WEBSTER COUNTY	91	81	2	8	2753232.15
IOWA	WOODBURY COUNTY	236	159	0	77	974743.21
KANSAS	CHEROKEE COUNTY	63	58	0	5	699011.21
KANSAS	JACKSON COUNTY	5	3	0	2	119608.83
KANSAS	JEFFERSON COUNTY	48	43	0	5	600151.53
KANSAS	MARION COUNTY	9	7	0	2	44969.05
KANSAS	MARSHALL COUNTY	24	15	0	9	91028.23
KANSAS	MONTGOMERY COUNTY	275	229	1	45	5178271.67
KANSAS	CLAY COUNTY	2	0	0	2	0
KANSAS	CRAWFORD COUNTY	140	99	5	36	1573661.87
KANSAS	FRANKLIN COUNTY	15	11	0	4	186677.42
KANSAS	JOHNSON COUNTY	1014	793	3	218	9203368.92
KANSAS	LINCOLN COUNTY	1	1	0	0	1275.89
KANSAS	PHILLIPS COUNTY	1	1	0	0	13633.34
KANSAS	SALINE COUNTY	225	150	0	75	4470904.96
KANSAS	SCOTT COUNTY	1	1	0	0	31887.48
KANSAS	DOUGLAS COUNTY	111	83	0	28	751210.82
KANSAS	HAMILTON COUNTY	1	1	0	0	700
KANSAS	MITCHELL COUNTY	12	10	0	2	64201.93
KANSAS	THOMAS COUNTY	3	0	0	3	0
KANSAS	BROWN COUNTY	1	0	0	1	0
KANSAS	EDWARDS COUNTY	4	1	0	3	1108.04
KANSAS	FORD COUNTY	54	25	1	28	110685.28
KANSAS	ALLEN COUNTY	84	74	2	8	2716750.41
KANSAS	MIAMI COUNTY	15	14	0	1	613221.33
KANSAS	RUSH COUNTY	4	1	0	3	8434
KANSAS	BUTLER COUNTY	443	367	4	72	9684015.36
KANSAS	LYON COUNTY	61	46	0	15	876190.42
KANSAS	ANDERSON COUNTY	4	3	1	0	220553.84
KANSAS	ATCHISON COUNTY	2	1	0	1	15391.41
KANSAS	BARBER COUNTY	3	1	0	2	1219.16
KANSAS	BARTON COUNTY	524	445	5	74	2451651.35
KANSAS	BOURBON COUNTY	60	51	1	8	2421935.4
KANSAS	CHASE COUNTY	29	22	0	7	254842.81
KANSAS	CHAUTAUQUA COUNTY	1	0	0	1	0
KANSAS	CLARK	2	2	0	0	1712.38
KANSAS	COFFEY COUNTY	3	1	0	2	2624.77
KANSAS	COWLEY COUNTY	133	96	0	37	1543241.25
KANSAS	DICKINSON COUNTY	80	48	0	32	176722.36
KANSAS	DONIPHAN COUNTY	77	65	0	12	689718.8
KANSAS	ELK COUNTY	1	1	0	0	25000
KANSAS	ELLIS COUNTY	89	51	0	38	294033.73
KANSAS	ELLSWORTH COUNTY	8	6	0	2	54533.88
KANSAS	FINNEY COUNTY	7	5	0	2	8762.35
KANSAS	GEARY COUNTY	33	23	3	7	254484.81
KANSAS	GREENWOOD COUNTY	7	3	0	4	5930.66
KANSAS	HARPER COUNTY	1	0	0	1	0
KANSAS	HARVEY	1	0	0	1	0
KANSAS	HARVEY COUNTY	376	288	5	83	2929085.11
KANSAS	HODGEMAN COUNTY	1	1	0	0	2493.35
KANSAS	JEWELL COUNTY	1	1	0	0	11855.83
KANSAS	KEARNY COUNTY	1	0	0	1	0
KANSAS	KINGMAN COUNTY	3	1	0	2	5956.18
KANSAS	LABETTE COUNTY	83	70	0	13	1013768.7
KANSAS	LEAVENWORTH COUNTY	215	174	1	40	2647894.5
KANSAS	MCPHERSON COUNTY	24	16	4	4	60638.53
KANSAS	NEMAHA COUNTY	1	1	0	0	5264.05
KANSAS	NEOSHO COUNTY	78	56	2	20	1186125.91
KANSAS	NESS COUNTY	1	0	0	1	0
KANSAS	OSAGE COUNTY	11	9	0	2	134577.18
KANSAS	OSBORNE COUNTY	7	6	0	1	167600
KANSAS	OTTAWA COUNTY	41	24	0	17	140504.5
KANSAS	PAWNEE COUNTY	4	2	0	2	4144.1
KANSAS	POTTAWATOMIE COUNTY	294	222	0	72	3858126.67
KANSAS	PRATT COUNTY	12	5	0	7	2009.02
KANSAS	RENO COUNTY	76	45	5	26	514158.8
KANSAS	REPUBLIC COUNTY	3	3	0	0	86633.15
KANSAS	RICE COUNTY	15	8	0	7	233593.69
KANSAS	RILEY COUNTY	98	73	0	25	1024465.94
KANSAS	SEDGWICK COUNTY	819	538	1	280	10723568.14
KANSAS	SEWARD COUNTY	33	18	0	15	32653.94
KANSAS	SHAWNEE COUNTY	259	203	0	56	3001661.23
KANSAS	STANTON COUNTY	1	1	0	0	1218.55
KANSAS	SUMNER COUNTY	134	104	0	30	1705451.38
KANSAS	WABAUNSEE COUNTY	2	2	0	0	8060.18
KANSAS	WILSON COUNTY	58	50	4	4	830146.4
KANSAS	WYANDOTTE COUNTY	399	331	0	68	9955138.02
KENTUCKY	HENRY COUNTY	22	20	0	2	321757.93
KENTUCKY	JACKSON COUNTY	16	14	0	2	77997.98
KENTUCKY	JEFFERSON COUNTY	4170	3353	1	816	53512799.85
KENTUCKY	LAWRENCE COUNTY	16	13	0	3	213843.07
KENTUCKY	LEE COUNTY	11	7	1	3	70813.68
KENTUCKY	MADISON COUNTY	56	45	3	8	989979.02
KENTUCKY	MARION COUNTY	21	17	0	4	309122.86
KENTUCKY	MARSHALL COUNTY	50	42	0	8	819205.99
KENTUCKY	MONTGOMERY COUNTY	55	46	1	8	1403421.78
KENTUCKY	MORGAN COUNTY	14	11	0	3	104410.73
KENTUCKY	RUSSELL COUNTY	1	1	0	0	6807.14
KENTUCKY	SHELBY COUNTY	10	7	0	3	53629.66
KENTUCKY	WASHINGTON COUNTY	21	20	0	1	569181.5
KENTUCKY	BOONE COUNTY	31	25	0	6	318780.87
KENTUCKY	CLARK COUNTY	230	214	0	16	3004776.81
KENTUCKY	CLAY COUNTY	42	33	0	9	216202.63
KENTUCKY	CRITTENDEN COUNTY	13	11	0	2	277474.21
KENTUCKY	FRANKLIN COUNTY	1311	1119	0	192	16932926.53
